seq,room,deposit,rent,new_deposit,deposit_refund,plate,parking_fee,commission,period_start,period_end,remark,sheet,property,building
,R210,1600,1600.0,,,,,,2025-04-20,2025-05-20,26年11月19日（9个月),4月租金,嘉定公寓,
,R211,2000,2000.0,,,,,,2025-04-09,2025-05-09,25年11月8日（1年）,4月租金,嘉定公寓,
,R212,1650,1650.0,,,,,,2025-04-25,2025-05-25,25年8月24日（6个月）,4月租金,嘉定公寓,
,R213,2200,2200.0,,,,,,2025-04-25,2025-05-25,25年1月24日（1年）,4月租金,嘉定公寓,
,R214,1650,1650.0,,,,,,2025-04-18,2025-05-18,26年2月17日（1年）,4月租金,嘉定公寓,
,R215,2300,2300.0,,,,,,2025-04-10,2025-05-10,25年11月9日（1年）,4月租金,嘉定公寓,
,R216,1650,1650.0,,,,,,2025-04-17,2025-05-17,26年2月16日（1年）,4月租金,嘉定公寓,
,R217,2200,2200.0,,,苏U9260B,150.0,,2025-04-25,2025-05-25,25年1月24日（1年）,4月租金,嘉定公寓,
,R218,1700,1700.0,,,,,,2025-04-29,2025-05-29,25年12月28日（1年）,4月租金,嘉定公寓,
,R219,2200,2200.0,,,,,,2025-04-16,2025-05-16,26年3月15日（1年）,4月租金,嘉定公寓,
,R220,1700,1700.0,1700.0,1700.0,,,850.0,2025-04-10,2025-05-10,26年4月9日（1年）前客户转租退房,4月租金,嘉定公寓,
,R301,1700,1700.0,1700.0,,沪ABW6067,,1600.0,2025-04-10,2025-05-10,26年4月9日（1年包停车）,4月租金,嘉定公寓,
,R302,1800,1800.0,,,,,,2025-04-16,2025-05-16,25年11月15日（1年）,4月租金,嘉定公寓,
,R303,1700,1700.0,,,,,,2025-04-02,2025-05-02,26年3月1日（1年）,4月租金,嘉定公寓,
,R305,1800,1800.0,,,,,,2025-04-26,2025-05-26,26年2月25日（1年）,4月租金,嘉定公寓,
,R306,2000,2000.0,,,,,,2025-04-12,2025-05-12,26年3月11日（1年）,4月租金,嘉定公寓,
,R307,1700,1700.0,,,,,,2025-04-19,2025-05-19,26年3月18日（1年）,4月租金,嘉定公寓,
,R308,2200,2200.0,,,,,,2025-04-02,2025-05-02,26年3月1日（1年）,4月租金,嘉定公寓,
,R309,1700,1700.0,,,,,,2025-04-06,2025-05-06,26年3月5日（1年）,4月租金,嘉定公寓,
,R310,2350,2350.0,,,,,,2025-04-15,2025-05-15,26年2月14日（1年）,4月租金,嘉定公寓,
,R311,1700,1700.0,,,,,,2025-04-26,2025-05-26,26年3月25日（1年）,4月租金,嘉定公寓,
,R312,2200,2200.0,,,,,,2025-04-01,2025-05-01,25年12月31日（1年）,4月租金,嘉定公寓,
,R313,1700,1700.0,1700.0,1500.0,,,600.0,2025-04-01,2025-05-01,26年9月30日（6个月）前退房,4月租金,嘉定公寓,
,R314,2200,2200.0,,,,,,2025-04-20,2025-05-20,26年1月19日（1年）（没冰箱桌子）,4月租金,嘉定公寓,
,R315,1700,1700.0,,,,,,2025-04-10,2025-05-10,25年12月9日（1年）,4月租金,嘉定公寓,
,R316,2000,2000.0,,,,,,2025-04-01,2025-05-01,25年12月31日（1年）,4月租金,嘉定公寓,
,R317,1750,1750.0,,,,,,2025-04-02,2025-05-02,26年3月1日（1年）,4月租金,嘉定公寓,
,R318,无押金,1500.0,,,,,,2025-04-20,2025-05-20,唐总小舅子,4月租金,嘉定公寓,
,R319,1700,1700.0,,,,,,2025-04-18,2025-05-18,25年11月17日（1年）,4月租金,嘉定公寓,
,R401,1400,1400.0,1400.0,736.0,浙F51LG1,,1250.0,2025-04-02,2025-05-02,26年4月1日（1年包停车）,4月租金,嘉定公寓,
,R402,1500,1500.0,,,,,,2025-04-10,2025-05-10,25年11月9日（1年）,4月租金,嘉定公寓,
,R403,1500,1500.0,,,,,,2025-04-11,2025-05-11,26年2月10日（1年）(没冰箱）,4月租金,嘉定公寓,
,R404,1300,1300.0,,,川Y33L65,150.0,,2025-04-18,2026-04-18,25年8月17日（6个月）,4月租金,嘉定公寓,
,S003,1600,1600.0,,,,,,2025-04-01,2025-05-01,26年2月28日（1年）,4月租金,嘉定公寓,
,S004,1850,1850.0,1850.0,,,,1300.0,2025-05-01,2025-06-01,26年4月30日（1年）,4月租金,嘉定公寓,
,S005,2000,2000.0,,,,,,2025-04-11,2025-05-11,26年2月10日（1年）,4月租金,嘉定公寓,
,S101,2100,,,,,,,2025-04-01,2025-05-01,25年9月30日（6个月）,4月租金,嘉定公寓,
,S102,2400,2400.0,,,鄂CZ5628,150.0,,2025-04-18,2025-05-18,25年8月17日（6个月）,4月租金,嘉定公寓,
,S103,1900,1900.0,,,豫PN621X,150.0,,2025-04-26,2025-05-26,26年3月25日（1年）,4月租金,嘉定公寓,
,S104,2900,,,,,,,2025-05-18,2026-05-18,25年9月17日（7个月）（没冰箱）,4月租金,嘉定公寓,
,S105,1850,1850.0,,,,,,2025-04-29,2025-05-29,26年3月28日（1年）,4月租金,嘉定公寓,
,S106,1800,1800.0,1800.0,,,,,2025-05-01,2025-06-01,26年4月30日（1年）,4月租金,嘉定公寓,
,S107,2000,2000.0,,,,,,2025-04-25,2025-05-25,26年2月24日（1年）,4月租金,嘉定公寓,
,S108,1800,1800.0,,,皖K71124,150.0,,2025-04-06,2025-05-06,26年3月5日（1年）,4月租金,嘉定公寓,
,S109,1800,1800.0,,,,,,2025-04-08,2025-05-08,2026年3月7日（1年）,4月租金,嘉定公寓,
,S111,2200,2200.0,,,沪AAU3900,150.0,,2025-05-01,2025-06-01,25年10月30日（1年）,4月租金,嘉定公寓,
,S201,1500,1500.0,,,,,,2025-04-08,2025-05-08,26年3月7日（1年）,4月租金,嘉定公寓,
,S202,1600,1600.0,,,鲁Q21V1X,150.0,,2025-04-22,2025-05-22,25年5月21日（6个月）S202调房,4月租金,嘉定公寓,
,S203,1500,1500.0,,,,,,2025-04-01,2025-05-01,26年2月28日（1年）,4月租金,嘉定公寓,
,S204,1600,1600.0,,,,,,2025-04-18,2025-05-18,25年6月17日（6个月）,4月租金,嘉定公寓,
,S205,1500,1500.0,1500.0,,,,1500.0,2025-04-09,2025-05-09,26年4月8日（1年）,4月租金,嘉定公寓,
,S206,1600,1600.0,,,,,,2025-04-05,2025-05-05,26年1月4日（1年）,4月租金,嘉定公寓,
,S207,1400,1400.0,,,,,,2025-04-12,2025-05-12,26年3月10日（1年）,4月租金,嘉定公寓,
,S208,1800,1800.0,,,,,,2025-04-01,2025-05-01,26年4月11日（1年）,4月租金,嘉定公寓,
,S210,2100,2100.0,,,,,,2025-04-21,2025-05-21,26年2月20日（1年）,4月租金,嘉定公寓,
,S212,2050,2050.0,,,浙F7JK00,,,2025-04-02,2025-05-02,26年3月1日（1年）（包停车）,4月租金,嘉定公寓,
,S213,2050,2050.0,,,,,,2025-04-08,2025-05-08,26年3月7日（1年）,4月租金,嘉定公寓,
,S214,1900,1900.0,,,,,,2025-04-12,2025-05-12,26年3月11日（1年）,4月租金,嘉定公寓,
,S215,2400,2400.0,,,皖AAJ5502,,,2025-04-13,2025-05-13,26年3月12日（1年包停车）换房,4月租金,嘉定公寓,
,S301,1400,2800.0,,,,,,2025-04-21,2025-06-21,25年12月20日（1年）,4月租金,嘉定公寓,
,S302,1600,1600.0,,,吉J0N55H,150.0,,2025-04-21,2025-05-21,25年5月20日（3个月）,4月租金,嘉定公寓,
,S303,1500,1500.0,,,,,,2025-04-01,2025-05-01,25年11月30日（1年）,4月租金,嘉定公寓,
,S304,1550,1550.0,,1600.0,,,,2025-04-08,2025-05-08,26年3月7日（1年）,4月租金,嘉定公寓,
,S305,1500,1500.0,,,,,,2025-04-20,2025-05-20,26年2月19日（1年）,4月租金,嘉定公寓,
,S306,1800,1800.0,,,,,,2025-04-20,2025-05-20,续25年7月19日（3个月）没冰箱,4月租金,嘉定公寓,
,S307,1400,1400.0,,,冀R78MY1,150.0,,2025-04-13,2025-05-13,25年12月12日（1年）,4月租金,嘉定公寓,
,S308,1700,1800.0,,,鄂EC0560,,,2025-04-10,2025-05-10,25年12月9日（1年）包停车,4月租金,嘉定公寓,
,S309,1900,1900.0,,,,,,2025-04-26,2025-05-26,25年11月25日（1年）,4月租金,嘉定公寓,
,S310,2000,2000.0,2000.0,,皖M7L937,150.0,1490.0,2025-04-03,2025-05-03,26年4月2日（1年）,4月租金,嘉定公寓,
,S311,2050,2050.0,,,,,,2025-04-08,2025-05-08,26年3月7日（1年）,4月租金,嘉定公寓,
,S312,1900,1900.0,1900.0,,,,1300.0,2025-04-18,2025-05-18,26年4月17日（1年）,4月租金,嘉定公寓,
,S313,1900,,,,,,,2025-06-22,2026-06-22,26年3月21日（1年）,4月租金,嘉定公寓,
,S314,2000,2000.0,2000.0,,,,2000.0,2025-04-13,2025-05-13,26年4月12日（1年）,4月租金,嘉定公寓,
,S315,2200,,,,川G7SX21,150.0,,2025-05-01,2026-05-01,25年10月30日（1年）,4月租金,嘉定公寓,
,S401,1500,1500.0,,,苏J9WZ79,150.0,,2025-04-12,2025-05-12,26年3月11日（1年）,4月租金,嘉定公寓,
,S402,1600,1600.0,,,,,,2025-04-28,2025-05-28,25年12月27日（1年）,4月租金,嘉定公寓,
,S403,3000,2000.0,3000.0,,,,1550.0,2025-04-25,2025-05-25,26年4月24日（1年）前客户不来了,4月租金,嘉定公寓,
,S404,1550,1550.0,,,,,,2025-04-08,2025-05-08,25年6月7日（6个月）,4月租金,嘉定公寓,
,S405,2900,1500.0,1500.0,1400.0,,,1100.0,2025-04-03,2025-05-03,26年4月2日（1年）前客户退房,4月租金,嘉定公寓,
,S406,1600,1600.0,,,,,,2025-04-15,2025-05-15,26年2月14日（1年）,4月租金,嘉定公寓,
,S407,1400,1400.0,,,苏FDK751,150.0,,2025-04-15,2025-05-15,26年2月14日（1年）,4月租金,嘉定公寓,
,S408,1700,1700.0,,,,,,2025-04-20,2025-05-20,26年3月19日（1年）,4月租金,嘉定公寓,
,S409,2100,2100.0,,,,,,2025-04-01,2025-05-01,26年2月28日（1年）,4月租金,嘉定公寓,
,S410,1800,1800.0,,,,,,2025-04-20,2025-05-20,26年3月19日（1年）,4月租金,嘉定公寓,
,S412,2000,2000.0,2000.0,,,,1400.0,2025-04-10,2025-05-10,26年4月9日（1年）,4月租金,嘉定公寓,
,S413,2000,2000.0,,,,,,2025-04-25,2025-05-25,26年3月24日（1年包停车）,4月租金,嘉定公寓,
,S414,2300,2300.0,,,,,,2025-04-12,2025-05-12,25年7月11日（5个月）（R207调房）,4月租金,嘉定公寓,
,S415,2300,2300.0,,,沪AEX9591,,,2025-04-15,2025-05-15,26年3月14日（1年包停车）,4月租金,嘉定公寓,
,R101,1650,1650.0,,,,,,2025-03-20,2025-04-20,25年7月19日（6个月）（调房R404),3月租金,嘉定公寓,R楼
,R102,1700,1700.0,,,,,,2025-03-15,2025-04-15,26年2月14日（1年）,3月租金,嘉定公寓,
,R103,1600,,,,,,,2025-01-16,2026-01-15,26年1月15日（1年）（付清）,3月租金,嘉定公寓,
,R104,1600,,,,,,,2025-04-20,2026-04-20,26年1月19日（1年）,3月租金,嘉定公寓,
,R105,1600,1600.0,,,,,,2025-03-15,2025-04-15,25年6月14日（6个月）,3月租金,嘉定公寓,
,R106,1600,1600.0,,,,,,2025-03-12,2025-04-12,26年1月11日（1年）,3月租金,嘉定公寓,
,R107,1700,1700.0,,,,,,2025-03-06,2025-04-06,26年2月5日（1年）,3月租金,嘉定公寓,
,R108,1700,1700.0,,,,,,2025-03-25,2025-04-25,25年11月24日（1年）,3月租金,嘉定公寓,
,R109,1500,1500.0,1500.0,,,,1500.0,2025-03-17,2025-04-17,26年3月16日（1年）,3月租金,嘉定公寓,
,R201,1900,1900.0,,,苏EB53201,,,2025-03-01,2025-04-01,25年11月31日（1年)包停车,3月租金,嘉定公寓,
,R202,1600,1600.0,,,,,,2025-03-20,2025-04-20,25年8月19日（6个月）,3月租金,嘉定公寓,
,R203,1800,1800.0,1800.0,,,,1100.0,2025-03-02,2025-04-02,26年1月1日（10个月）,3月租金,嘉定公寓,
,R204,1600,1600.0,,,,,,2025-03-20,2025-04-20,25年8月19日（6个月）,3月租金,嘉定公寓,
,R206,1600,1700.0,,,,,,2025-03-20,2025-04-20,25年6月20日（6个月）S406调房,3月租金,嘉定公寓,
,R207,2200,2200.0,2200.0,,,,2200.0,2025-03-24,2025-04-24,26年3月23日（1年）,3月租金,嘉定公寓,
,R208,1600,9600.0,1800.0,1600.0,豫PF389W,,800.0,2025-03-23,2026-03-23,26年3月5日（1年包停车）,3月租金,嘉定公寓,
,R209,2000,2000.0,,,,,,2025-03-08,2025-04-08,25年3月7日（3个月）,3月租金,嘉定公寓,
,R210,1600,1600.0,,,,,,2025-03-20,2025-04-20,26年11月19日（9个月),3月租金,嘉定公寓,
,R211,2000,2000.0,,,,,,2025-03-09,2025-04-09,25年11月8日（1年）,3月租金,嘉定公寓,
,R212,1650,1650.0,,,,,,2025-03-25,2025-04-25,25年8月24日（6个月）,3月租金,嘉定公寓,
,R213,2200,2200.0,,,,,,2025-03-25,2025-04-25,25年1月24日（1年）,3月租金,嘉定公寓,
,R214,1650,1650.0,,,,,,2025-03-18,2025-04-18,26年2月17日（1年）,3月租金,嘉定公寓,
,R215,2300,2300.0,,,,,,2025-03-10,2025-04-10,25年11月9日（1年）,3月租金,嘉定公寓,
,R216,1650,1650.0,,,,,,2025-03-17,2025-04-17,26年2月16日（1年）,3月租金,嘉定公寓,
,R217,2200,4400.0,,,苏U9260B,150.0,,2025-02-25,2025-04-25,25年1月24日（1年）,3月租金,嘉定公寓,
,R218,1700,1700.0,,,,,,2025-03-29,2025-04-29,25年12月28日（1年）,3月租金,嘉定公寓,
,R219,2200,2200.0,2200.0,,,,2200.0,2025-03-16,2025-04-16,26年3月15日（1年）,3月租金,嘉定公寓,
,R220,1700,1700.0,,,,,,2025-03-26,2025-04-26,25年10月25日（1年）,3月租金,嘉定公寓,
,R302,1800,1800.0,,,,,,2025-03-26,2025-04-16,25年11月15日（1年）,3月租金,嘉定公寓,
,R303,1700,1700.0,1700.0,,,,1190.0,2025-03-02,2025-04-02,26年3月1日（1年）,3月租金,嘉定公寓,
,R305,1800,1800.0,,,,,,2025-03-26,2025-04-26,26年2月25日（1年）,3月租金,嘉定公寓,
,R306,2000,2000.0,2000.0,,,,1400.0,2025-03-12,2025-04-12,26年3月11日（1年）,3月租金,嘉定公寓,
,R307,3400,1700.0,1700.0,,,,1190.0,2025-03-19,2025-04-19,短租两个月25年4月25（26年3月18日（1年）排队,3月租金,嘉定公寓,
,R308,2200,2200.0,2200.0,,,,2200.0,2025-03-02,2025-04-02,26年3月1日（1年）,3月租金,嘉定公寓,
,R309,1700,1700.0,1700.0,,,,1190.0,2025-03-06,2025-04-06,26年3月5日（1年）,3月租金,嘉定公寓,
,R310,2350,2350.0,,,,,,2025-03-15,2025-04-15,26年2月14日（1年）,3月租金,嘉定公寓,
,R311,1700,1700.0,,,,,,2025-03-26,2025-04-26,26年3月25日（1年）,3月租金,嘉定公寓,
,R312,2200,2200.0,,,,,,2025-03-01,2025-04-01,25年12月31日（1年）,3月租金,嘉定公寓,
,R313,1800,,,,,,,2025-03-25,2026-03-25,短租1个月多住几天,3月租金,嘉定公寓,
,R314,2200,2200.0,,,,,,2025-03-20,2025-04-20,26年1月19日（1年）（没冰箱桌子）,3月租金,嘉定公寓,
,R315,1700,1700.0,,,,,,2025-03-10,2025-04-10,25年12月9日（1年）,3月租金,嘉定公寓,
,R316,2000,2000.0,,,,,,2025-03-01,2025-04-01,25年12月31日（1年）,3月租金,嘉定公寓,
,R317,1750,1750.0,1750.0,,,,1225.0,2025-03-02,2025-04-02,26年3月1日（1年）,3月租金,嘉定公寓,
,R318,无押金,3000.0,,,,,,2025-02-20,2025-04-20,唐总小舅子,3月租金,嘉定公寓,
,R319,1700,1700.0,,,,,,2025-03-18,2025-04-18,25年11月17日（1年）,3月租金,嘉定公寓,
,R401,1300,1300.0,,,,,,2025-03-20,2025-04-20,26年2月19日（1年）,3月租金,嘉定公寓,
,R402,1500,1500.0,,,,,,2025-03-10,2025-04-10,25年11月9日（1年）,3月租金,嘉定公寓,
,R403,1500,1500.0,,,沪DYM260,150.0,,2025-03-11,2025-04-11,26年2月10日（1年）(没冰箱）,3月租金,嘉定公寓,
,R404,1300,1300.0,,,川Y33L65,150.0,,2025-03-18,2025-04-18,25年8月17日（6个月）,3月租金,嘉定公寓,
,S003,1600,,,,,,,2025-03-01,2025-04-01,26年2月28日（1年）,3月租金,嘉定公寓,
,S004,2000,2000.0,,,,,,2025-03-11,2025-04-11,26年2月10日（1年）,3月租金,嘉定公寓,
,S005,2000,2000.0,,,,,,2025-03-11,2025-04-11,26年2月10日（1年）,3月租金,嘉定公寓,
,S101,2100,2100.0,2100.0,,,,735.0,2025-04-01,2025-05-01,25年9月30日（6个月）,3月租金,嘉定公寓,
,S102,2400,2400.0,,,鄂CZ5628,150.0,,2025-03-18,2025-04-18,25年8月17日（6个月）,3月租金,嘉定公寓,
,S103,1900,4100.0,1900.0,2200.0,,,1000.0,2025-03-26,2025-04-26,26年3月25日（1年）警察认识退押金,3月租金,嘉定公寓,
,S104,2900,,,,,,,2025-02-18,2025-05-18,25年9月17日（7个月）（没冰箱）,3月租金,嘉定公寓,
,S105,1850,1850.0,1850.0,2400.0,,,,2025-03-29,2025-04-29,26年3月28日（1年）,3月租金,嘉定公寓,
,S107,2000,2000.0,,,,,,2025-03-25,2025-04-25,26年2月24日（1年）,3月租金,嘉定公寓,
,S108,1800,1800.0,1800.0,,皖K71124,150.0,900.0,2025-03-06,2025-04-06,26年3月5日（1年）,3月租金,嘉定公寓,
,S109,1800,1800.0,1800.0,,沪AEE7380,150.0,900.0,2025-03-08,2025-04-08,2026年3月7日（1年）,3月租金,嘉定公寓,
,S110,2000,2000.0,2000.0,,,,,2025-03-12,2025-04-12,短租1个月,3月租金,嘉定公寓,
,S111,2200,2050.0,,,沪AAU3900,150.0,,2025-04-01,2025-05-01,25年10月30日（1年）（去除150停车费后面又开货拉拉）,3月租金,嘉定公寓,
,S201,1500,1500.0,1500.0,,,,1500.0,2025-03-08,2025-04-08,26年3月7日（1年）,3月租金,嘉定公寓,
,S202,1600,1600.0,,,鲁Q21V1X,150.0,,2025-03-22,2026-03-22,25年5月21日（6个月）S202调房,3月租金,嘉定公寓,
,S203,1500,,,,,,,2025-03-01,2025-04-01,26年2月28日（1年）,3月租金,嘉定公寓,
,S204,1600,1600.0,,,,,,2025-03-18,2025-04-18,25年6月17日（6个月）,3月租金,嘉定公寓,
,S205,1400,1400.0,1400.0,,,,1400.0,2025-03-05,2025-04-05,26年2月11日（1年）,3月租金,嘉定公寓,
,S206,1600,1600.0,,,,,,2025-03-05,2025-04-05,26年1月4日（1年）,3月租金,嘉定公寓,
,S207,1350,1350.0,1350.0,,,,810.0,2025-03-11,2025-04-11,26年3月10日（1年）,3月租金,嘉定公寓,
,S208,1800,,,,,,,2025-03-01,2025-04-01,26年2月28日（1年）,3月租金,嘉定公寓,
,S210,2100,2100.0,,,,,,2025-03-21,2025-04-21,26年2月20日（1年）,3月租金,嘉定公寓,
,S212,2050,,,,浙F7JK00,,,2025-03-02,2025-04-02,26年3月1日（1年）（包停车）,3月租金,嘉定公寓,
,S213,2050,2050.0,2050.0,,,,1435.0,2025-03-08,2025-04-08,26年3月7日（1年）,3月租金,嘉定公寓,
,S214,1900,1900.0,1900.0,,,,980.0,2025-03-12,2025-04-12,26年3月11日（1年）,3月租金,嘉定公寓,
,S215,2400,2400.0,2400.0,,皖AAJ5502,,2050.0,2025-03-13,2025-04-13,26年3月12日（1年包停车）换房,3月租金,嘉定公寓,
,S301,1400,1400.0,,,,,,2025-03-21,2026-03-21,25年12月20日（1年）（欠2800下月）,3月租金,嘉定公寓,
,S302,1600,1600.0,,,吉J0N55H,150.0,,2025-03-21,2025-04-21,25年5月20日（3个月）,3月租金,嘉定公寓,
,S303,1500,1500.0,,,,,,2025-03-01,2026-03-01,25年11月30日（1年）,3月租金,嘉定公寓,
,S304,3150,1550.0,1550.0,,,,1085.0,2025-03-08,2025-04-08,26年3月7日（1年）排队住安排大房间先住（前住户到期退房）,3月租金,嘉定公寓,
,S305,1500,1500.0,,,,,,2025-03-20,2025-04-20,26年2月19日（1年）,3月租金,嘉定公寓,
,S306,1800,1800.0,,,,,,2025-03-20,2025-04-20,25年4月19日（3个月）没冰箱,3月租金,嘉定公寓,
,S307,1400,1400.0,,,冀R78MY1,150.0,,2025-03-13,2025-04-13,25年12月12日（1年）,3月租金,嘉定公寓,
,S308,1700,1800.0,,,鄂EC0560,,,2025-03-10,2026-03-10,25年12月9日（1年）包停车,3月租金,嘉定公寓,
,S309,1900,1900.0,,,,,,2025-03-26,2025-04-26,25年11月25日（1年）,3月租金,嘉定公寓,
,S311,2050,2050.0,2050.0,,,,1435.0,2025-03-08,2025-04-08,26年3月7日（1年）,3月租金,嘉定公寓,
,S313,1900,5700.0,1900.0,,,,1330.0,2025-03-22,2025-06-22,26年3月21日（1年）,3月租金,嘉定公寓,
,S315,2200,,,,川G7SX21,150.0,,2025-05-01,2026-05-01,25年10月30日（1年）,3月租金,嘉定公寓,
,S401,1500,1500.0,1500.0,1400.0,苏J9WZ79,150.0,1500.0,2025-03-12,2025-04-12,26年3月11日（1年）,3月租金,嘉定公寓,
,S402,1600,1600.0,,,,,,2025-03-28,2025-04-28,25年12月27日（1年）,3月租金,嘉定公寓,
,S403,1500,1500.0,,,,,,2025-03-17,2025-04-17,26年1月16日（11个月）薅羊毛的没押金,3月租金,嘉定公寓,
,S404,1550,1550.0,,,,,,2025-03-08,2025-04-08,25年6月7日（6个月）,3月租金,嘉定公寓,
,S405,1400,1400.0,,,,,,2025-03-15,2025-04-15,25年4月14日（4个月）没冰箱,3月租金,嘉定公寓,
,S406,1600,1600.0,,,,,,2025-03-15,2025-04-15,26年2月14日（1年）,3月租金,嘉定公寓,
,S407,1400,1400.0,,,苏FDK751,150.0,,2025-03-15,2026-03-15,26年2月14日（1年）,3月租金,嘉定公寓,
,S408,1700,1700.0,1700.0,1700.0,,,1190.0,2025-03-20,2025-04-20,26年3月19日（1年）（持刀行凶退房）,3月租金,嘉定公寓,
,S409,2100,,,,,,,2025-03-01,2025-04-01,26年2月28日（1年）,3月租金,嘉定公寓,
,S410,1800,1800.0,1800.0,,,,,2025-03-20,2025-04-20,26年3月19日（1年）,3月租金,嘉定公寓,
,S413,2000,2000.0,2000.0,,,,1400.0,2025-03-25,2025-04-25,26年3月24日（1年包停车）,3月租金,嘉定公寓,
,S414,2300,2300.0,,,,,,2025-03-12,2025-04-12,25年7月11日（5个月）（R207调房）,3月租金,嘉定公寓,
,S415,2300,2300.0,2300.0,,沪AEX9591,,1505.0,2025-03-15,2025-04-15,26年3月14日（1年包停车）,3月租金,嘉定公寓,
,R101,1650,3450.0,,,,,,2025-02-20,2025-03-20,25年7月19日（6个月）（调房R404),2月租金,嘉定公寓,R楼
,R102,1700,1700.0,1700.0,,,,1700.0,2025-02-15,2025-03-15,签到26年2月14日（1年）,2月租金,嘉定公寓,
,R103,1600,,,,,,,2025-01-16,2026-01-15,26年1月15日（1年）（付清）,2月租金,嘉定公寓,
,R104,1600,,,,,,,2025-04-20,2026-04-20,26年1月19日（1年）,2月租金,嘉定公寓,
,R105,1600,1600.0,,,,,,2025-02-15,2025-03-15,25年6月14日（6个月）,2月租金,嘉定公寓,
,R106,1600,1600.0,,,,,,2025-02-12,2025-03-12,26年1月11日（1年）,2月租金,嘉定公寓,
,R107,1700,1700.0,1700.0,,,,1190.0,2025-02-06,2025-03-06,新签到26年2月5日（1年）,2月租金,嘉定公寓,
,R108,1700,1700.0,,,,,,2025-02-25,2025-03-25,25年11月24日（1年）,2月租金,嘉定公寓,
,R201,1900,1900.0,,,苏EB53201,,,2025-02-01,2025-03-01,25年11月31日（1年)包停车,2月租金,嘉定公寓,
,R202,1600,1600.0,1600.0,,,,800.0,2025-02-20,2025-03-20,签到25年8月19日（6个月）,2月租金,嘉定公寓,
,R204,1600,1600.0,1600.0,,,,560.0,2025-02-20,2025-03-20,签到25年8月19日（6个月）,2月租金,嘉定公寓,
,R206,1600,1700.0,,,,,,2025-02-20,2025-03-20,25年6月20日（6个月）S406调房,2月租金,嘉定公寓,
,R207,2300,2300.0,2300.0,,,,960.0,2025-02-12,2025-03-12,签到25年7月11日（5个月）,2月租金,嘉定公寓,
,R208,1800,1800.0,1800.0,,,,,2025-02-23,2025-03-23,1个月,2月租金,嘉定公寓,
,R209,2000,2000.0,,,,,,2025-02-08,2025-03-08,25年3月7日（3个月）,2月租金,嘉定公寓,
,R210,1600,1600.0,1600.0,,,,840.0,2025-02-20,2025-03-20,签到26年11月19日（9个月),2月租金,嘉定公寓,
,R211,2000,2000.0,,,,,,2025-02-09,2025-03-09,25年11月8日（1年）,2月租金,嘉定公寓,
,R212,1650,1650.0,1650.0,,,,578.0,2025-02-25,2025-03-25,签到25年8月24日（6个月）,2月租金,嘉定公寓,
,R213,2200,2200.0,,,,,,2025-02-25,2025-03-25,25年1月24日（1年）,2月租金,嘉定公寓,
,R214,1650,1650.0,1650.0,,,,1155.0,2025-02-18,2025-03-18,签到26年2月17日（1年）,2月租金,嘉定公寓,
,R215,2300,2300.0,,,,,,2025-02-10,2025-03-10,25年11月9日（1年）,2月租金,嘉定公寓,
,R216,1650,1650.0,1650.0,,浙FFM1535,150.0,1650.0,2025-02-17,2025-03-17,签到26年2月16日（1年）,2月租金,嘉定公寓,
,R217,2200,,,,,,,2025-02-25,2026-02-25,（租金未付）25年1月24日（1年）,2月租金,嘉定公寓,
,R218,1700,1700.0,,,,,,2025-02-28,2025-03-29,25年12月28日（1年）,2月租金,嘉定公寓,
,R219,2000,2000.0,,,,,,2025-02-01,2025-03-01,25年10月30日（1年）,2月租金,嘉定公寓,
,R220,1700,1700.0,,,豫R6XW79,150.0,,2025-02-26,2025-03-26,25年10月25日（1年）,2月租金,嘉定公寓,
,R301,1600,1600.0,1600.0,,渝A7MK52,150.0,1120.0,2025-02-26,2025-03-26,签到26年2月25日（1年）,2月租金,嘉定公寓,
,R302,1800,1800.0,,,,,,2025-02-16,2025-03-16,25年11月15日（1年）,2月租金,嘉定公寓,
,R305,1800,1800.0,1800.0,,,,1800.0,2025-02-26,2025-03-26,签到26年2月25日（1年）,2月租金,嘉定公寓,
,R307,1700,1700.0,1700.0,,,,,2025-02-25,2025-03-25,短租两个月25年4月25,2月租金,嘉定公寓,
,R310,2350,2350.0,2350.0,,,,1660.0,2025-02-15,2025-03-15,签到26年2月14日（1年）,2月租金,嘉定公寓,
,R311,1700,1700.0,1700.0,,,,1190.0,2025-02-26,2025-03-26,签到26年3月25日（1年）,2月租金,嘉定公寓,
,R312,2200,2200.0,,,,,,2024-02-01,2025-03-01,25年12月31日（1年）,2月租金,嘉定公寓,
,R313,1800,1800.0,,,,,105.0,2025-02-25,2025-03-25,短租1个月,2月租金,嘉定公寓,
,R314,2200,2200.0,,,,,,2025-02-20,2025-03-20,26年1月19日（1年）（没冰箱桌子）,2月租金,嘉定公寓,
,R315,1700,1700.0,,,,,,2025-02-10,2025-03-10,25年12月9日（1年）,2月租金,嘉定公寓,
,R316,2000,2000.0,,,,,,2025-02-01,2025-03-01,25年12月31日（1年）,2月租金,嘉定公寓,
,R318,无押金,,,,,,,2025-02-20,2026-02-20,（租金未付）唐总小舅子,2月租金,嘉定公寓,
,R319,1700,1700.0,,,,,,2025-02-18,2025-03-18,25年11月17日（1年）,2月租金,嘉定公寓,
,R401,1300,1300.0,1300.0,,,,1300.0,2025-02-20,2025-03-20,签到26年2月19日（1年）,2月租金,嘉定公寓,
